"game_id","episode_id","entry_id","event_id","event","prev_event","next_event","shot_count","period","c_seconds","seconds","entry_team","def_team","poss_team","Player","Player_2","same_direction_x","same_direction_y","same_direction_x2","same_direction_y2","detail_1","detail_2","detail_3","detail_4","last_event_b4_faceoff","time_since_entry","offensive_score_diff","offensive_strength_diff","strength_state","score_effect","entry_strength","is_prev_event_pass","last_pass_x","last_pass_y","time_since_last_pass","is_otter","pass_count","time_since_last_shot","entry_time_decay","shot_time_decay","pass_time_decay","before_entry_indicator","is_goal","from_behind_net","angle","pass_angle","angle_change","pass_distance","xG"
2,62,6204,884,"Shot","Pass","Recovery",2,1,460,460,"Erie Otters","Hamilton Bulldogs","Erie Otters","Brendan Kischnick",NA,128,49,NA,NA,"Wristshot","Blocked",1,0,0,31,1,0,"ES","Close","ES",1,144,8,2,1,0,15,0,0,0.698970004336019,0,0,0,6.08233669328203,37.4761795613614,31.3938428680793,44.0113621693308,0.0133734128785721
2,67,6701,913,"Shot","Pass","Recovery",1,1,633,633,"Erie Otters","Hamilton Bulldogs","Erie Otters","Alex Gritz",NA,154,32,NA,NA,"Wristshot","On Net",0,0,0,3,1,0,"ES","Close","ES",1,138,5,2,1,0,NA,0.522878745280338,0,0.698970004336019,0,0,0,-16.6992442339936,-36.3268259521202,19.6275817181266,31.3847096529504,0.0372405231051813
2,67,6701,916,"Shot","Pass","Recovery",2,1,637,637,"Erie Otters","Hamilton Bulldogs","Erie Otters","Jack Duff",NA,132,23,NA,NA,"Wristshot","On Net",1,0,0,7,1,0,"ES","Close","ES",1,179,4,1,1,0,4,0.154901959985743,0.397940008672038,1,0,0,0,-18.8860873697093,-75.4397243806431,56.5536370109338,50.6951674225463,0.0121877089592729
2,68,6803,931,"Goal","Pass",NA,0,1,725,725,"Erie Otters","Hamilton Bulldogs","Erie Otters","Chad Yetman",NA,161,37,NA,NA,"Wristshot","On Net",1,0,1,2,1,0,"ES","Close","ES",1,139,7,1,1,0,NA,0.698970004336019,0,1,0,1,0,-11.1130405359483,-35.3747518438761,24.2617113079278,37.2021504754766,0.239237670791386
2,69,6904,949,"Goal","Pass",NA,0,1,825,825,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Bradey Johnson",NA,172,53,NA,NA,"Snapshot","On Net",1,0,1,4,-2,0,"ES","Deficit","ES",1,151,60,2,1,0,NA,0.397940008672038,0,0.698970004336019,0,1,0,31.7014296695057,24.7273143866901,6.97411528281558,22.1359436211787,0.076300198633134
2,71,7101,956,"Shot","Pass","Recovery",1,1,869,869,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Avery Hayes",NA,178,66,NA,NA,"Snapshot","On Net",0,1,0,3,-1,0,"ES","Close","ES",1,136,4,1,1,0,NA,0.522878745280338,0,1,0,0,0,64.9164059938091,35.9952208747227,28.9211851190864,74.8865809073962,0.103437085813043
2,71,7101,961,"Goal","Pass",NA,1,1,879,879,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Kade Landry",NA,142,38,NA,NA,"Wristshot","On Net",1,0,1,13,-1,0,"ES","Close","ES",1,182,83,3,1,0,10,0,0,0.522878745280338,0,1,0,-5.46909497011188,-80.1939072401029,74.724812269991,60.2079728939615,0.0408718025891861
2,72,7202,966,"Shot","Pass","Turnover",1,1,918,918,"Erie Otters","Hamilton Bulldogs","Erie Otters","Maxim Golod",NA,180,25,NA,NA,"Snapshot","On Net",0,0,0,4,0,0,"ES","Close","ES",1,182,7,1,1,0,NA,0.397940008672038,0,1,0,0,0,-62.7838884426925,-78.8453402610717,16.0614518183792,18.1107702762748,0.0616931391273029
2,72,7202,974,"Shot","Pass","Whistle",2,1,931,931,"Erie Otters","Hamilton Bulldogs","Erie Otters","Luke Beamish",NA,143,9,NA,NA,"Wristshot","On Net",0,0,1,17,0,0,"ES","Close","ES",1,133,69,1,1,0,13,0,0,1,0,0,0,-36.0643861574183,-25.3241814019472,10.7402047554711,60.8276253029822,0.00619006123541049
2,74,7402,986,"Shot","Pass","Recovery",1,1,1039,1039,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Michael Renwick",NA,166,69,NA,NA,"Snapshot","Missed",1,0,0,11,0,0,"ES","Close","ES",1,133,8,3,1,0,NA,0,0,0.522878745280338,0,0,0,49.0444855741811,31.6360359986276,17.4084495755535,69.3541635375988,0.0183888152755792
2,74,7403,996,"Goal","Pass",NA,1,1,1081,1081,"Erie Otters","Hamilton Bulldogs","Erie Otters","Emmett Sproule",NA,180,37,NA,NA,"Snapshot","On Net",0,0,1,16,0,0,"ES","Close","ES",1,179,79,2,1,0,13,0,0,0.698970004336019,0,1,0,-31.4295656148385,-74.6784899251352,43.2489243102967,42.0119030752,0.0801740866770593
2,76,7603,1007,"Shot","Pass","Whistle",1,1,1166,1166,"Erie Otters","Hamilton Bulldogs","Erie Otters","Brendan Sellan",NA,177,45,NA,NA,"Snapshot","On Net",0,0,1,3,2,0,"ES","Lead","ES",1,179,35,1,1,0,NA,0.522878745280338,0,1,0,0,0,11.7682889320206,36.869897645844,25.1016087138234,10.1980390271856,0.114194411024956
2,82,8201,1058,"Shot","Pass","Turnover",1,2,1392,192,"Erie Otters","Hamilton Bulldogs","Erie Otters","Alex Gritz",NA,188,33,NA,NA,"Snapshot","On Net",0,0,0,36,2,0,"ES","Lead","ES",1,199,36,2,1,0,NA,0,0,0.698970004336019,0,0,1,-83.9909940425055,-146.976132444203,62.9851384016979,11.4017542509914,0.0332167197235666
2,83,8305,1086,"Shot","Pass","Recovery",1,2,1520,320,"Erie Otters","Hamilton Bulldogs","Erie Otters","Brendan Sellan",NA,135,8,NA,NA,"Snapshot","Blocked",0,0,0,5,2,0,"ES","Lead","ES",1,144,4,4,1,0,NA,0.301029995663981,0,0.397940008672038,0,0,0,-32.5740571345725,-40.5488259971134,7.97476886254091,9.8488578017961,0.00153034468634808
2,83,8306,1094,"Shot","Pass","Whistle",1,2,1542,342,"Erie Otters","Hamilton Bulldogs","Erie Otters","Austen Swankler",NA,161,25,NA,NA,"Wristshot","On Net",1,0,1,3,2,0,"ES","Lead","ES",1,148,23,1,1,0,NA,0.522878745280338,0,1,0,0,0,-32.0053832080835,-25.4362163804173,6.56916682766614,13.1529464379659,0.0873619541152552
2,89,8906,1169,"Shot","Pass","Turnover",1,2,1958,758,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Gavin White",NA,136,57,NA,NA,"Wristshot","On Net",0,0,0,0,-4,0,"ES","Deficit","ES",1,131,66,0,1,0,NA,1,0,1,0,0,0,15.30084557245,22.0564335270393,6.75558795458935,10.295630140987,0.012123534379188
2,89,8907,1176,"Shot","Pass","Turnover",1,2,1983,783,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Arthur Kaliyev",NA,171,56,NA,NA,"Snapshot","On Net",1,1,0,5,-4,0,"ES","Deficit","ES",1,158,58,0,1,0,NA,0.301029995663981,0,1,0,0,0,36.869897645844,26.565051177078,10.304846468766,13.1529464379659,0.213014244608296
