"game_id","episode_id","entry_id","event_id","event","prev_event","next_event","shot_count","period","c_seconds","seconds","entry_team","def_team","poss_team","Player","Player_2","same_direction_x","same_direction_y","same_direction_x2","same_direction_y2","detail_1","detail_2","detail_3","detail_4","last_event_b4_faceoff","time_since_entry","offensive_score_diff","offensive_strength_diff","strength_state","score_effect","entry_strength","is_prev_event_pass","last_pass_x","last_pass_y","time_since_last_pass","is_otter","pass_count","time_since_last_shot","entry_time_decay","shot_time_decay","pass_time_decay","before_entry_indicator","is_goal","xG"
1,16,1606,166,"Goal","Zone Entry",NA,0,1,862,862,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Quinton Byfield",NA,167,57,NA,NA,"Snapshot","On Net",0,FALSE,1,2,-1,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,1,0.206669833027582
1,17,1704,181,"Shot","Recovery","Recovery",1,1,922,922,"Erie Otters","Sudbury Wolves","Erie Otters","Kurtis Henry",NA,136,2,NA,NA,"Wristshot","On Net",1,FALSE,0,6,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.221848749616356,0,0,0,0,0.0110486862628399
1,17,1704,183,"Shot","Recovery","Whistle",2,1,924,924,"Erie Otters","Sudbury Wolves","Erie Otters","Connor Lockhart",NA,185,36,NA,NA,"Snapshot","On Net",0,FALSE,1,8,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,2,0.0969100130080565,0.698970004336019,0,0,0,0.109884005000051
1,20,2004,217,"Shot","Zone Entry","Recovery",1,1,1074,1074,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Owen Gilhula",NA,182,41,NA,NA,"Snapshot","On Net",0,FALSE,0,2,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.284059997021155
1,20,2010,254,"Shot","Zone Entry","Whistle",1,1,1197,1197,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Quinton Byfield",NA,159,20,NA,NA,"Wristshot","On Net",0,FALSE,1,2,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.024490330635067
1,21,2101,274,"Shot","Recovery","Whistle",4,2,1251,51,"Erie Otters","Sudbury Wolves","Erie Otters","Kurtis Henry",NA,136,80,NA,NA,"Wristshot","On Net",0,FALSE,1,31,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,4,0,0.397940008672038,0,0,0,0.00595108357461525
1,25,2501,309,"Shot","Recovery","Turnover",2,2,1428,228,"Erie Otters","Sudbury Wolves","Erie Otters","Brendan Sellan",NA,177,51,NA,NA,"Wristshot","On Net",1,FALSE,0,13,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,4,0,0.397940008672038,0,0,0,0.0842659179495943
1,25,2502,316,"Shot","Recovery","Recovery",2,2,1443,243,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Jack Thompson",NA,158,57,NA,NA,"Wristshot","Blocked",1,FALSE,0,9,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,3,0.0457574905606751,0.522878745280338,0,0,0,0.037970373466716
1,25,2505,333,"Shot","Recovery","Whistle",2,2,1494,294,"Erie Otters","Sudbury Wolves","Erie Otters","Brendan Hoffmann",NA,170,61,NA,NA,"Wristshot","On Net",1,FALSE,1,17,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,10,0,0,0,0,0,0.0476304394290107
1,27,2701,338,"Shot","Zone Entry","Turnover",1,2,1536,336,"Erie Otters","Sudbury Wolves","Erie Otters","Austen Swankler",NA,175,44,NA,NA,"Wristshot","On Net",0,FALSE,0,2,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.203657979237618
1,28,2804,360,"Shot","Zone Entry","Turnover",1,2,1638,438,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Owen Robinson",NA,141,74,NA,NA,"Wristshot","Missed",0,FALSE,0,1,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,0,0.00594242850263461
1,28,2806,370,"Shot","Recovery","Whistle",2,2,1722,522,"Erie Otters","Sudbury Wolves","Erie Otters","Daniel D'Amato",NA,182,43,NA,NA,"Snapshot","On Net",0,FALSE,1,3,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,1,0.522878745280338,1,0,0,0,0.226527731392581
1,30,3003,386,"Shot","Zone Entry","Recovery",1,2,1794,594,"Erie Otters","Sudbury Wolves","Erie Otters","Brendan Hoffmann",NA,169,33,NA,NA,"Snapshot","Missed",0,FALSE,0,2,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.134531555936702
1,32,3202,401,"Shot","Zone Entry","Turnover",1,2,1902,702,"Erie Otters","Sudbury Wolves","Erie Otters","Elias Cohen",NA,153,53,NA,NA,"Wristshot","On Net",0,FALSE,0,2,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.0247525519546054
1,34,3402,425,"Shot","Recovery","Turnover",1,2,2070,870,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Liam Ross",NA,184,59,NA,NA,"Snapshot","Blocked",1,FALSE,0,4,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.397940008672038,0,0,0,0,0.0313901840312026
1,35,3502,433,"Shot","Zone Entry","Recovery",1,2,2108,908,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Nolan Hutcheson",NA,162,18,NA,NA,"Wristshot","Missed",1,FALSE,0,2,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.0121986176196942
1,35,3502,435,"Shot","Recovery","Recovery",2,2,2111,911,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Jack Thompson",NA,148,81,NA,NA,"Wristshot","Missed",1,FALSE,0,5,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,3,0.301029995663981,0.522878745280338,0,0,0,0.00575006839438713
1,35,3502,437,"Shot","Recovery","Recovery",3,2,2111,911,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Macauley Carson",NA,176,57,NA,NA,"Deflection","On Net",1,FALSE,0,5,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,0,0.301029995663981,1,0,0,0,0.0480537417046685
1,35,3502,439,"Shot","Recovery","Turnover",4,2,2112,912,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Nolan Hutcheson",NA,188,48,NA,NA,"Snapshot","On Net",0,FALSE,0,6,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,1,0.221848749616356,1,0,0,0,0.103047574299665
1,35,3504,448,"Shot","Recovery","Recovery",1,2,2153,953,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Blake Murray",NA,161,61,NA,NA,"Wristshot","Blocked",1,FALSE,0,8,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.0969100130080565,0,0,0,0,0.0412233715390921
1,35,3504,450,"Shot","Recovery","Recovery",2,2,2156,956,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Nathan Ribau",NA,144,4,NA,NA,"Snapshot","On Net",1,FALSE,0,11,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,3,0,0.522878745280338,0,0,0,0.0119440685601731
1,35,3505,474,"Shot","Recovery","Turnover",3,2,2206,1006,"Erie Otters","Sudbury Wolves","Erie Otters","Alex Gritz",NA,167,41,NA,NA,"Snapshot","Missed",0,FALSE,0,30,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,2,0,0.698970004336019,0,0,0,0.114451007277081
1,36,3602,495,"Shot","Recovery","Turnover",1,2,2298,1098,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Owen Gilhula",NA,182,46,NA,NA,"Wristshot","Missed",0,FALSE,0,6,1,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.221848749616356,0,0,0,0,0.137955267708965
1,46,4602,580,"Shot","Zone Entry","Recovery",1,3,2690,290,"Erie Otters","Sudbury Wolves","Erie Otters","Daniel D'Amato",NA,175,26,NA,NA,"Snapshot","On Net",0,FALSE,0,2,-1,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.024169074349433
1,47,4705,629,"Shot","Recovery","Turnover",2,3,2854,454,"Erie Otters","Sudbury Wolves","Erie Otters","Austen Swankler",NA,180,50,NA,NA,"Fan","Missed",1,FALSE,0,7,-1,0,"ES","Close","ES",0,NA,NA,NA,1,0,1,0.154901959985743,1,0,0,0,0.100814168128833
1,47,4706,634,"Shot","Zone Entry",NA,1,3,2867,467,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Phil Caron",NA,174,65,NA,NA,"Wristshot","Missed",0,FALSE,0,3,1,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.522878745280338,0,0,0,0,0.0230233408623762
1,50,5001,641,"Shot","Recovery","Whistle",2,3,2977,577,"Erie Otters","Sudbury Wolves","Erie Otters","Jack Duff",NA,162,6,NA,NA,"Wristshot","Blocked",1,FALSE,1,8,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,3,0.0969100130080565,0.522878745280338,0,0,0,0.00475089029630129
1,52,5202,666,"Shot","Recovery","Recovery",1,3,3076,676,"Erie Otters","Sudbury Wolves","Erie Otters","Jamie Drysdale",NA,130,81,NA,NA,"Slapshot","Missed",0,FALSE,0,23,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0,0,0,0,0,0.00801497501822032
1,52,5202,668,"Shot","Recovery","Recovery",2,3,3079,679,"Erie Otters","Sudbury Wolves","Erie Otters","Kurtis Henry",NA,129,2,NA,NA,"Wristshot","Missed",1,FALSE,0,26,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,3,0,0.522878745280338,0,0,0,0.0108328349318485
1,53,5301,678,"Shot","Recovery","Recovery",2,3,3112,712,"Erie Otters","Sudbury Wolves","Erie Otters","Emmett Sproule",NA,181,52,NA,NA,"Deflection","On Net",0,FALSE,0,11,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,0,0,1,0,0,0,0.0886003270053871
1,53,5301,680,"Shot","Recovery","Recovery",3,3,3113,713,"Erie Otters","Sudbury Wolves","Erie Otters","Emmett Sproule",NA,182,44,NA,NA,"Deflection","On Net",0,FALSE,0,12,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,1,0,1,0,0,0,0.184762393894175
1,53,5301,682,"Shot","Recovery","Turnover",4,3,3115,715,"Erie Otters","Sudbury Wolves","Erie Otters","Austen Swankler",NA,187,46,NA,NA,"Fan","Blocked",0,FALSE,0,14,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,2,0,0.698970004336019,0,0,0,0.246306879523743
1,55,5501,707,"Goal","Recovery",NA,1,3,3218,818,"Erie Otters","Sudbury Wolves","Erie Otters","Hayden Fowler",NA,185,36,NA,NA,"Wristshot","On Net",0,FALSE,1,6,1,0,"ES","Close","ES",0,NA,NA,NA,1,0,2,0.221848749616356,0.698970004336019,0,0,1,0.104108387426424
1,56,5601,711,"Shot","Recovery","Recovery",1,3,3230,830,"Erie Otters","Sudbury Wolves","Erie Otters","Kurtis Henry",NA,125,2,NA,NA,"Snapshot","Missed",1,FALSE,0,7,2,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.154901959985743,0,0,0,0,0.0145942531717693
1,57,5704,740,"Shot","Zone Entry","Turnover",1,3,3327,927,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Blake Murray",NA,146,19,NA,NA,"Wristshot","On Net",1,FALSE,0,1,-2,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,0,0.00839660962621202
1,57,5705,744,"Shot","Recovery","Turnover",1,3,3338,938,"Erie Otters","Sudbury Wolves","Erie Otters","Daniel D'Amato",NA,188,72,NA,NA,"Wristshot","Missed",0,FALSE,0,3,2,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.522878745280338,0,0,0,0,0.013978349335682
1,58,5801,762,"Shot","Zone Entry","Turnover",1,3,3412,1012,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Nathan Ribau",NA,165,11,NA,NA,"Wristshot","Blocked",0,FALSE,0,2,-3,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.00668951693808514
1,58,5803,767,"Shot","Zone Entry","Turnover",1,3,3449,1049,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Giordano Biondi",NA,150,74,NA,NA,"Fan","Missed",0,FALSE,0,2,-3,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.00696804018907086
1,58,5806,779,"Shot","Zone Entry","Turnover",1,3,3499,1099,"Sudbury Wolves","Erie Otters","Sudbury Wolves","Shane Bulitka",NA,167,59,NA,NA,"Wristshot","Missed",0,FALSE,0,2,-3,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.153025665435217
2,61,6108,815,"Shot","Zone Entry","Recovery",1,1,138,138,"Erie Otters","Hamilton Bulldogs","Erie Otters","Brendan Sellan",NA,138,37,NA,NA,"Wristshot","Blocked",1,FALSE,0,1,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,0,0.0142132081934978
2,61,6108,817,"Shot","Recovery","Turnover",2,1,140,140,"Erie Otters","Hamilton Bulldogs","Erie Otters","Brendan Sellan",NA,181,32,NA,NA,"Snapshot","On Net",0,FALSE,0,3,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,2,0.522878745280338,0.698970004336019,0,0,0,0.0624723462899373
2,61,6118,851,"Goal","Zone Entry",NA,0,1,343,343,"Erie Otters","Hamilton Bulldogs","Erie Otters","Danial Singer",NA,181,39,NA,NA,"Snapshot","On Net",0,FALSE,1,1,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,1,0.23349320138348
2,68,6802,924,"Shot","Zone Entry","Turnover",1,1,672,672,"Erie Otters","Hamilton Bulldogs","Erie Otters","Daniel D'Amato",NA,146,54,NA,NA,"Wristshot","Blocked",1,FALSE,0,9,1,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.0457574905606751,0,0,0,0,0.00994410748794107
2,69,6903,945,"Shot","Recovery","Turnover",1,1,802,802,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Nathan Staios",NA,155,3,NA,NA,"Snapshot","Missed",0,FALSE,0,9,-2,0,"ES","Deficit","ES",0,NA,NA,NA,1,0,NA,0.0457574905606751,0,0,0,0,0.00655400781420801
2,70,7001,951,"Shot","Zone Entry","Turnover",1,1,835,835,"Erie Otters","Hamilton Bulldogs","Erie Otters","Daniel D'Amato",NA,142,16,NA,NA,"Wristshot","On Net",1,FALSE,0,1,1,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,0,0.00619606233955731
2,74,7401,976,"Shot","Zone Entry","Recovery",1,1,1008,1008,"Erie Otters","Hamilton Bulldogs","Erie Otters","Brendan Sellan",NA,161,57,NA,NA,"Wristshot","On Net",0,FALSE,0,3,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.522878745280338,0,0,0,0,0.1113608890988
2,74,7401,978,"Shot","Recovery","Recovery",2,1,1009,1009,"Erie Otters","Hamilton Bulldogs","Erie Otters","Brendan Sellan",NA,174,48,NA,NA,"Snapshot","On Net",1,FALSE,0,4,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,1,0.397940008672038,1,0,0,0,0.120378791074628
2,74,7401,980,"Shot","Recovery","Turnover",3,1,1011,1011,"Erie Otters","Hamilton Bulldogs","Erie Otters","Hayden Fowler",NA,178,44,NA,NA,"Snapshot","Missed",1,FALSE,0,6,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,2,0.221848749616356,0.698970004336019,0,0,0,0.128880560275477
2,74,7403,991,"Shot","Zone Entry","Recovery",1,1,1068,1068,"Erie Otters","Hamilton Bulldogs","Erie Otters","Emmett Sproule",NA,156,16,NA,NA,"Wristshot","Missed",1,FALSE,0,3,0,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.522878745280338,0,0,0,0,0.00811460285272739
2,89,8908,1182,"Shot","Recovery","Recovery",1,2,1997,797,"Erie Otters","Hamilton Bulldogs","Erie Otters","Emmett Sproule",NA,146,76,NA,NA,"Snapshot","Blocked",1,FALSE,0,6,4,0,"ES","Lead","ES",0,NA,NA,NA,1,0,NA,0.221848749616356,0,0,0,0,0.00401946430354678
2,90,9001,1204,"Shot","Zone Entry","Turnover",1,2,2060,860,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Cameron Supryka",NA,144,8,NA,NA,"Wristshot","Blocked",1,FALSE,0,1,-4,0,"ES","Deficit","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,0,0.0125085506458124
2,91,9102,1211,"Shot","Zone Entry","Recovery",1,2,2103,903,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Navrin Mutter",NA,147,8,NA,NA,"Snapshot","Blocked",0,FALSE,0,2,-4,0,"ES","Deficit","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.00880153121409318
2,91,9104,1228,"Shot","Zone Entry","Whistle",1,2,2209,1009,"Erie Otters","Hamilton Bulldogs","Erie Otters","Brendan Hoffmann",NA,164,68,NA,NA,"Wristshot","Blocked",0,FALSE,1,2,4,0,"ES","Lead","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.0151893619828427
2,92,9201,1238,"Shot","Recovery","Whistle",1,2,2240,1040,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Michael Renwick",NA,152,82,NA,NA,"Slapshot","On Net",1,FALSE,1,17,-4,0,"ES","Deficit","ES",0,NA,NA,NA,1,0,NA,0,0,0,0,0,0.00556928192451553
2,94,9401,1243,"Shot","Zone Entry","Turnover",1,2,2274,1074,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Navrin Mutter",NA,162,13,NA,NA,"Wristshot","On Net",0,FALSE,0,1,-4,0,"ES","Deficit","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,0,0.007114120070656
2,94,9402,1248,"Shot","Zone Entry","Turnover",1,2,2287,1087,"Erie Otters","Hamilton Bulldogs","Erie Otters","Austen Swankler",NA,133,25,NA,NA,"Wristshot","Blocked",1,FALSE,0,0,4,0,"ES","Lead","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,0,0.0114217608621832
2,94,9402,1251,"Shot","Recovery","Recovery",2,2,2293,1093,"Erie Otters","Hamilton Bulldogs","Erie Otters","Jack Duff",NA,147,34,NA,NA,"Slapshot","On Net",0,TRUE,0,6,4,0,"ES","Lead","ES",0,NA,NA,NA,1,0,6,0.221848749616356,0.221848749616356,0,0,0,0.0142680731569924
2,94,9403,1255,"Shot","Zone Entry","Turnover",1,2,2304,1104,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Ryan Winterton",NA,161,59,NA,NA,"Fan","On Net",0,FALSE,0,2,-4,0,"ES","Deficit","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.13338832783448
2,94,9405,1260,"Shot","Zone Entry","Whistle",1,2,2329,1129,"Erie Otters","Hamilton Bulldogs","Erie Otters","Hayden Fowler",NA,170,16,NA,NA,"Snapshot","Blocked",0,FALSE,1,1,4,0,"ES","Lead","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,0,0.00739664618300751
2,97,9701,1279,"Shot","Recovery","Whistle",1,3,2441,41,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Cameron Supryka",NA,140,5,NA,NA,"Snapshot","On Net",0,FALSE,1,10,-4,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0,0,0,0,0,0.0145135905278105
2,100,10001,1290,"Shot","Zone Entry","Recovery",1,3,2509,109,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Liam Van Loon",NA,183,51,NA,NA,"Wristshot","On Net",0,FALSE,0,2,-3,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.12176197715851
2,100,10001,1292,"Shot","Recovery","Turnover",2,3,2510,110,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Navrin Mutter",NA,184,48,NA,NA,"Snapshot","On Net",0,FALSE,0,3,-3,0,"ES","Close","ES",0,NA,NA,NA,1,0,1,0.522878745280338,1,0,0,0,0.164581129266613
2,103,10302,1320,"Shot","Recovery","Turnover",1,3,2689,289,"Erie Otters","Hamilton Bulldogs","Erie Otters","Jack Duff",NA,169,13,NA,NA,"Wristshot","Missed",1,FALSE,0,9,3,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.0457574905606751,0,0,0,0,0.00447185474555357
2,107,10705,1362,"Shot","Recovery","Turnover",2,3,2930,530,"Erie Otters","Hamilton Bulldogs","Erie Otters","Brendan Kischnick",NA,168,72,NA,NA,"Slapshot","Missed",0,FALSE,0,39,4,0,"ES","Close","ES",0,NA,NA,NA,1,0,31,0,0,0,0,0,0.00692569540568593
2,108,10804,1400,"Shot","Zone Entry","Turnover",1,3,3080,680,"Erie Otters","Hamilton Bulldogs","Erie Otters","Alex Gritz",NA,182,60,NA,NA,"Snapshot","Missed",0,FALSE,0,4,5,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.397940008672038,0,0,0,0,0.0267765346170312
2,108,10805,1406,"Goal","Recovery",NA,0,3,3090,690,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Arthur Kaliyev",NA,183,41,NA,NA,"Wristshot","On Net",0,FALSE,1,4,-5,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.397940008672038,0,0,0,1,0.243207331453066
2,109,10901,1413,"Shot","Recovery","Recovery",2,3,3100,700,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Ryan Winterton",NA,178,43,NA,NA,"Wristshot","On Net",1,FALSE,0,7,-4,0,"ES","Close","ES",0,NA,NA,NA,1,0,1,0.154901959985743,1,0,0,0,0.140581611177207
2,109,10901,1415,"Goal","Recovery",NA,2,3,3101,701,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Avery Hayes",NA,187,43,NA,NA,"Snapshot","On Net",0,FALSE,1,8,-4,0,"ES","Close","ES",0,NA,NA,NA,1,0,1,0.0969100130080565,1,0,0,1,0.385220946740641
2,112,11204,1427,"Shot","Zone Entry","Recovery",1,3,3260,860,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Lawson Sherk",NA,145,64,NA,NA,"Wristshot","Missed",1,FALSE,0,2,-3,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.0078591077378436
2,112,11205,1438,"Shot","Recovery","Whistle",2,3,3282,882,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Mark Duarte",NA,183,41,NA,NA,"Deflection","On Net",0,FALSE,1,4,-3,0,"ES","Close","ES",0,NA,NA,NA,1,0,0,0.397940008672038,1,0,0,0,0.254176604298748
2,113,11302,1444,"Shot","Zone Entry","Whistle",1,3,3318,918,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Arthur Kaliyev",NA,151,68,NA,NA,"Snapshot","On Net",0,FALSE,1,1,-3,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,0,0.00693644814120738
2,115,11503,1451,"Shot","Zone Entry",NA,1,3,3376,976,"Erie Otters","Hamilton Bulldogs","Erie Otters","Daniel D'Amato",NA,157,71,NA,NA,"Wristshot","Missed",0,FALSE,0,1,3,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,1,0,0,0,0,0.00845715956157383
2,115,11504,1453,"Shot","Zone Entry","Whistle",1,3,3401,1001,"Hamilton Bulldogs","Erie Otters","Hamilton Bulldogs","Lawson Sherk",NA,159,22,NA,NA,"Fan","On Net",0,FALSE,1,2,-3,0,"ES","Close","ES",0,NA,NA,NA,1,0,NA,0.698970004336019,0,0,0,0,0.0246718778368352
